idiom,num_contexts,jp_contexts,english_translations
荷 を 下ろす,2,積荷を下ろすんだ ||| 積み荷を下ろして 中へ運ぶぞ,"Take everything off the wagon. ||| Okay, boys, let's get this haul unloaded and inside."
薄い 気味 悪い,2,薄気味悪いほど ||| まったく薄気味悪いんです,"Well, they do bear an uncanny resemblance to the ears in the photograph. ||| - I don't know, man, he's been acting really weird lately."
藪 から 棒,2,これが藪から棒に聞こえるのは知ってるけど 僕は今売り出し中の身だ ||| 藪から棒のオファーで,"I know this may sound farfetched, but I'm on the market now. ||| I can't believe you gave up your mop for this suit."
血 が 騒ぐ,2,「血が騒ぐとき、心が痛むとき」 ||| 血が騒ぐよ,"＃When the blood creeps, and the nerves prick,＃ ||| Gets blood pumping."
血 は 水 より も 濃い,2,正確に言うと 血は水よりも濃くないだろ？ ||| 血は水よりも濃い,"Hasn't exactly been thicker than water, has it? ||| And blood is so much thicker than water."
裏 を 返す ば,2,裏を返せば もし侵攻を続ければ デュバクは間違いなくデバイスを悪用するでしょう ||| 裏を返せば 失敗は許されないということだ,"On the other hand, if you authorize the invasion, dubaku will undoubtedly engage the cip device. ||| it means failure is not an option."
裏表 が ない,2,ローラには裏表がなくて 誰に対しても同じ態度なの ||| 自由だから ローラには裏表がなくて 誰に対しても同じ態度なの ローラには裏表がなくて 誰に対しても同じ態度なの,"She is just a bird flying. ||| She doesn't have an attitude repertoire, she doesn't have anything."
襟 を 正す,2,汚い利益の２０００万ドルを 寄付したからと言って 襟を正した事にはならん ||| 襟を正さないと,"But even giving away $20 million of her company's ill gotten profits hasn't humbled Ms. Sherman much. ||| Yeah, actually, this is really, really nice."
言う こと なし,2,一緒にやれたら　言うことなしだ ||| 言うことなしよ,"And if you do it together, it's fantastic. ||| It just couldn't have gone any better."
言葉 が すぎる,2,言葉が過ぎるぞ ||| 言葉が過ぎる,You're going too far! ||| You do not even think something like that.
詰まる 所,2,詰まる所 これは仕事さ ||| 詰まる所 ジョンは 君をとても愛してるんだ この世の何よりも 君を失くして バラバラになっている,"And that at the end of the day, it's a job as most jobs are. ||| (SIGHS) Look, John loves you very much, more than anything in the world, and he's falling to fucking pieces without you."
調べ が つく,2,- 調べがついたところじゃ 家族を失って　彼はひどく荒み ||| 奴が自分じゃ買えない物を全部買うために 君から金を借りたことは　２分で調べがついた,"- Well,based on we could find, he was so devastated losing his family, ||| Well, it took us all of two minutes to find out he borrowed money from you, to buy all that stuff he really couldn't afford."
趣向 を 凝らす,2,今までにない 趣向を凝らしている ||| 僕は趣向を凝らしてるんだ。,It is a spectacle unlike most have ever witnessed. ||| I'm trying different things.
足 が 出る,2,? ) 足が出て当然だ ||| 足が出ない,No wonder he has issues. ||| But my feet wouldn't move.
身 に 余る,2,身に余るご紹介を　どうも ||| 身に余る光栄です 違う。,"My thanks, Mr. McCabe, you are too kind. ||| We don't deserve this honor."
身 を 削る,2,（吉森） 岩崎先生が身を削って 作りあげたものは お前たちそのものだ ！ ||| 〈身を削ってる〉,The thing that Iwazaki created at his own expense... Is YOU people! ||| [Seth] ...for better or worse.
身 を 焼く,2,これは議論じゃあない まるでグリルで身を焼かれるようだ ||| お前自身を焼き尽くすのだ,"No, this isn't a discussion, it's a grilling. ||| It's gonna burn you out."
身 を 立てる,2,大変だな・・ 男社会で身を立てて行くのは ||| しかし　あんたが消えた後も 俺は舞台にいて 演劇で身を立てて 情熱を燃やし 複雑な感情と闘う それが演劇ってもんだ,"Amazing... what one has to do to get ahead in a man's world. ||| But long after you're gone, I'll be on that stage... earning my living, baring my soul, wrestling with complex emotions, 'cause that's what we do."
返す 言葉 が ない,2,返す言葉がないね ||| そう言われたら 返す言葉がないわ そういうことさ,"Well, what can I say to that? ||| - Then there's nothing I can say."
途轍 も ない,2,これは途轍もない大きさです ここ、カリフォルニアで 東海岸でも感じられるでしょう ||| ミュージカルへの投資には危険が伴う だけどヒットすれば 見返りは途轍もなく大きい,"It will be so big that even though it's happening here in California you will feel it on the East Coast. ||| Investing in a musical can be risky, but when a show hits, there's literally no limit to the return."
運 を 天 に 任せる,2,運を天に任せるなんて したくないの... ||| 隠し口座 見つけたとしても 全部 国税に持ってかれんで やるだけのことは やりました こうなったら後は 運を天に任せるしかありません,I DON'T LIKE TO LEAVE MUCH TO CHANCE... ||| the Taxation Bureau's gonna snatch everything away. we'll have to leave the rest to fate.
郷 に 入る て は 郷 に 従える,2,郷に入っては郷に従えだ ||| 『郷に入っては郷に従え』よ！,I prefer to work with people who know the area. ||| do as the Romans do!
金 が える,2,大金が得られる ||| もし、こんな事をしてお金が 得られると思ってるんだったら とんでもない考え違いだわ,"Access billions. ||| If you think you'll take this money, terribly wrong."
鉄の カーテン,2,鉄のカーテンの向こう側と 同じような ||| 鉄のカーテンの 内部を受け持つ 衛星４号と呼ばれる セクションにいた,"THINKS SOMEONE DRESS BEHIND THE IRON CURTAIN. ||| He was also a planner in the section called Satellites 4, which operates behind the Iron Curtain."
鉄槌 を 下す,2,あなたが暗殺者へ鉄槌を下すのを手伝えば エリアの正義を勝ち取ることを手伝う ||| 僕は　悪魔のようなサイコパスに 正義の鉄槌を下したんだ,You help me serve justice to the king's assassins and I will help you serve justice to Elia's. ||| I gave an evil psychopath justice.
間 が いい,2,今この瞬間がいいんだ ||| バリでの2週間がいい！,Best to take the moment present ||| I want two weeks in Bali!
関の 山,2,「終身刑になるのが関の山だ」 ||| - オレみたいな男は... せいぜい成功者の下で 働くのが関の山なんだ 皆から愛されている 分かるだろ,"You get a life sentence for it. ||| - Guys like me... work their whole lives to be in something that's successful, that people like."
"陰 で 糸 を 引く,糸 を 引く",2,彼が誰が陰で糸を引いたか 知ってるか確認してくれ ||| 誰かが陰で糸を引いてるなら,"Make sure he knows who pulled the strings. ||| If someone's pulling their strings,"
陰口 を 叩く,2,陰口を叩く者共はお前のおかげで助かった ||| 俺の陰口を叩いてくれてありがとう,You defend these men who insult you behind your back. ||| Thanks for talking about me behind my back.
頭 が 固い,2,彼はただ、ええと、頭が固い。 ||| なぜお前はそう頭が固いんだ,"He's just, uh, not enlightened. ||| Must you always be so small-minded?"
"頭 に 血 が 上る,血 が 上る",2,私は頭に血が上り 車に飛び乗った ||| 彼女が望んだから あの娘は頭に血が上ってて,"So I'm pissed. And the clock is ticking, so I jump in my truck. ||| 'Cause she wanted to. She lashes out."
頭 を 下ろす,2,ゆっくり頭を下ろして ||| 頭を下ろして、大丈夫？,"I want you to lay down nice and gently. Nice and gently. ||| Head on down, okay?"
頭 を 抱える,2,考えても見ろ どこに 頭を抱える必要がある？ ||| 命を奪うことに ...夢中にっていた、だが僕は、... 命を生み出すという事で頭を抱えて悩んでいる。,"Think about it. When I'm studying for the bar and you're writing your thesis this is the shit we're gonna think about. ||| I've been so preoccupied with taking a life, I'm, uh... having trouble wrapping my head around making one."
顔 が 潰れる,2,なぜ顔が潰れてる？ ||| 私の顔が潰れるまでは 私を利用して,"Why do you think he smashed in the face? ||| Yeah, so when this blows up in my face, you can fire my ass."
顔 を 作る,2,顔を作っているように 見えたのは以外だった。 ||| 僕が閲覧したポルノサイト情報から エヴァの顔を作った？,I didn't know your face muscles could make that look. ||| Did you design Ava's face based on my pornography profile?
顔 向け できる ない,2,それとも 人様に顔向けできないって思ったからですか ||| 君に顔向けできないと,is it because you thought you couldn't bear to look other people in the face? ||| Didn't want to face you.
食う か 食う れる か,2,死人が甦るようになったら 食うか食われるかの世界になるぜ。 ||| その後 父さんは言った 今は食うか 食われるかの世界だと,"You know, in case the undead come back to life and the world gets all dog-eat-dog. ||| Anyway, after that, dad said this is the world we live in now -- eat or be eaten."
飽きる が 来る,2,飽きが来るんだよ ||| どんなことでも 飽きが来るものよ,It's like the— the law of diminishing returns. ||| It's diminishing returns and whatever.
首 が 回る ない,2,これで奴らの金庫は空っぽだ 税金で首が回らなくなる ||| ピーターは首が回らなくなって 自衛のためにあなたに 自分を殺させた,So that means their coffers will be empty. They will be bled dry. ||| Peter got in over his head and forced you to kill him to defend himself.
首 の 皮一 枚,2,これで どうにか 首の皮一枚 つながったな ||| 良かった　率直に言って 君は首の皮一枚だよ,"You escaped by the skin of your teeth. ||| Good, because frankly, you're hanging by a thread."
首 を 縦 に 振る,2,お前が首を縦に振らないせいで 廃墟になった場所だ ||| 自動化やコストカットを いくら勧めても 首を縦に振らない 立派な職人さんだったが 私の言うことさえ聞いていれば,Your absolute unwillingness to accept anything less than everything. ||| He was an admirable craftsman who refused to take my advice no matter how much I tried. he wouldn't have had to commit suicide.
髪 を 下ろす,2,髪を下ろしました ||| ♪髪を下ろしてみて♪,I let my hair down. ||| ♫ Let your hair hang... ♫
魂 が 抜ける,2,魂が抜けてる！ ||| 魂が抜けたようになった,No. Her soul has left her body. ||| I became like a ghost.
鼻 が 利く,2,あなたの期待は、 この珍鳥がネズミに対して 鼻が利くことだ、と言って下さい ||| 奴はヤバそうなことに　鼻が利く,"Say what you will, your rare bird has a nose for rodents. ||| Part of him always knew when his clock ran out, it wasn't gonna be pretty."
鼻 を 明かす,2,でもこいつらだけは 鼻を明かして刑務所に送ってやりたいの ||| 奴らの鼻を 明かしてやればいい,But I sure as hell can catch the bastard behind all of this. ||| Don't you want to beat those shitheads in front of everybody?
穴 を あける,2,それは、風穴をあける 唯一の方法だった 我々を田舎の場外取引店と 見なさなくなる ||| 穴をあける,It was the only way these Wall Street pricks would ever stop thinking of us as some shitkicker bucket shop. ||| We will clear a path!
首 を 切る,2,急いだ方が良いぞ 副大統領が皆の首を切ろうとしてる ||| ところが君は生活の為に オマハで人の首を切りに行った,"And it better be soon, because the Vice President's about to fire us all. ||| Instead you went to Omaha to fire people for a living?"
手 を 取る,2,他の誰かが彼女の手を取っていたらいやだな ||| だから、ちょうど私から手を取るのだろうか？,I don't like someone else's hands on my girls. ||| So will you just take your hands off me?
"あっ と いう 間,取る に 足る ない",1,ほら　ほら　あっという間に過ぎ去る 取るに足らないことだ,"Look, look, it was fleeting, inconsequential."
いい 目 が 出る,1,さあさあ いい目が出でてくれよ,"CROUPIER: All right, boys. Come on, now."
いい 目 を みる,1,奴を見て... 奴の 大きくて かわいい目を見て... 答えてくれよ,"Look into his eyes those big, pretty eyes and tell me yes or no."
いい 顔 を する ない,1,彼はいい顔をしないわ,"I'd tell him myself, but he wouldn't understand."
お じゃん に なる,1,おじゃんになった,"Mm. Now, that blows."
お 世辞 だ も,1,ほぉ　お世辞でも嬉しいな,"Whoa. Well, I'm flattered."
お 先真っ 暗,1,お先真っ暗だな 勝手にやってろ,'Cause you just blew the best thing you had going for you.
お 安い 御 用,1,- お安い御用,- You're welcome.
お 山 の 大将,1,あなたが勝って― お山の大将になったら―,"And once you've won, once you're king of the mountain,"
おべっ か を 使う,1,あいつ等のおべっかで 満足しました？ Kiss your(my) ass おべっかを使う、誰々のゴマをする,Did they kiss your ass to your satisfaction?
かっと なる,1,かっとなって言っただけだよ,"Listen, I'm sure your sister didn't mean what she said."
けじめ を 付ける,1,始めた事の けじめを付けたいよ,I'll finish what I started.
けり を 付ける,1,おい　けりを付けたくないなら やめろ？,"Hey, don't start this if you don't want to finish it."
そう は 問屋 が 卸さ ない,1,だが そうは問屋が卸さない,"I just don't get it, Spock."
そっぽ を 向く,1,笑顏も見せてくれないし 直ぐそっぽを向くし,"Never give me a smile, or even a shrug."
ただ で は 済む ない,1,知られたら あなたは、ただでは済まないのよ,"The point is, if he finds out about this, he's gonna transfer your ass to juneau so fast,"
ちゃん ちゃら おかしい,1,ちゃんちゃら　おかしいよ,That was a stupid idea.
"ちょっかい を 出す,目 に 付く",1,デイブ　目に付く女全てに ちょっかいを出すのはやめてくれないか?,"Dave, would you quit bothering every girl you see?"
"ちょっと する た,力 を 貸す",1,もし私が力を貸すと いったらどうかしら 貴方の抱えるクラウス問題と ちょっとしたネタを 引き換えに?,What if I told you that I could help you out with your Klaus problem in exchange for the tiniest bit of gossip?
とても だ ない が,1,とてもじゃないが,"No, he's taking it pretty hard."
"ない 知恵 を 絞る,知恵 を 絞る",1,ない知恵を絞ってね,"You know, in case you got displaced."
ほとぼり が 冷める,1,そして、ほとぼりが冷めるまで、あなたはココに隠れています。 あなたがそれを知っているから。,And you're hiding out here until things cool down because you know it.
みる に 忍ぬ ない,1,見るに忍びないか？,Can't stand the sight of a little blood?
アンテナ を 張る,1,アンテナを張ってればドクターはあちこち登場する,"If you dig deep enough and keep a lively mind, this Doctor keeps cropping up all over the place."
スポット を 当てる,1,ベッドの下に潜む怪物に スポットを当ててるだけさ,We're shining a light on the monster under the bed.
テープ を 切る,1,私を縛ってたテープを切るから,He said he would cut me free.
メス を 入れる,1,大学病院の腐った院内政治に 鋭くメスを入れますよ。 ちょっ　ちょっ...,I plan to delve deeply into the rotten politics at university hospitals.
モナリザ の 微笑,1,ダビデ像が無事だと？ ... モナリザの微笑みは？,"Who would make sure that the Statue of David is still standing, or that Mona Lisa's still smiling?"
ユリイカ,1,ユリイカ！,Eureka!
"ローマ は 一 日 に する て なる ぬ,軌道 に 乗る",1,起業して軌道に乗るまでかかった、でもローマは一日にしてならずだよ,"It took a while to get up and running, but Rome wasn't built in a day."
一 堂 に 会する,1,年に１度 コウノトリが一堂に会する,"Once a year, storks come together for one thing. Storkcon!"
一 杯 食う,1,一杯食わせやがったな！,You swindled me!
一 枚 噛む,1,当然彼も一枚噛んでる,Of course he was involved.
一 肌 脱ぐ,1,ええ 彼はもっと上手に対処すべきだ でも　彼は友人で 彼の為にひと肌脱ぐつもりだ,"But he's my friend, and I'm gonna bat for him."
一口 乗る,1,どう　一口乗らない？,"So, what do you say?"
一席 設ける,1,僕も　今度 一席　設けるから。,I'd love to meet him sometime. I will.
一芝 居打つ,1,近づく為に一芝居打つよ,I want to get close to Latimer. And I'll need a cover story.
上げる たり 下げる たり,1,そこの上げたり下げたりしている人,Well? What's your vote?
上手 だ 出る,1,実験の成功の為 私は上手に出るしかなかった,"For the experience to succeed. I had to get the upper hand,"
上手 を 行く,1,CIAの一つ上手を行きたいの？ そうだ CIAの現状を暴露したい,"Yes, I want to expose the CIA for what it's become, but... mainly, I want to catch him."
不肖,1,不肖の父親だがやらない,"Look, I'm not the world's best dad, but I would never do that."
不興 を 買う,1,息子の不興を買うのが怖いんでしょ？,"Terrified of displeasing him, aren't you? I know how my son can be."
世間 を 騒ぐ せる,1,レノックス･ヒル病院前です ヴァン･ルーンとの合併が 世間を騒がせてますが,"Outside Lenox Hill Hospital today, more twists and turns in the Van Loon-Atwood merger."
両手 に 花,1,ダンスフロアでは 両手に花で踊つたものだ,On the dance floor I used to dance with girls on each arm.
"中 に 入る,何 を 隠す",1,だから、私は中に入る チャップルが何を 隠しているのか見つけて下さい,"So, I'll go back in, see what exactly Chapple's hiding."
"中 に 入る,口 に 合う",1,さあ　中に入って 何かお口に合う物を探さなくては 文明国から来たお友達にね,"Oh, come inside, and we'll see if we can't get you some food, and some civilized company."
"中 に 入る,気 が 済む",1,じゃあ　気が済んだら― 中に入って貰えるかな？,"Well, now that you have, can I politely invite you to step off my fucking porch?"
"中 に 入る,的 だ なる",1,注目の的になることは 彼女にとって　荷が重すぎて 悪い仲間の中に入ってしまった,"The attention was too much for her, and she fell in with the wrong crowd."
中 に 立つ,1,このバカは７，８人の ゾンビの真ん中に立ってた,"This prick stands right in the mix, while seven or eight of them turn Zeke all at the same time."
丸くなる,1,ｳﾞｫｰｹﾞﾙはどのように丸くなった How the fuck did that happen ?,How did Vogel come round? How the fuck did that happen?
九死 に 一生 を える,1,でも、あなたの可愛い娘は九死に一生を得ましたよ。,But your little darling's got nine lives.
"争える ない,血 は 争える ない",1,血は争えない,Blood runs true.
事 を 分ける,1,AV業界の多くの女性は 私生活と仕事を 分けているわ,A lot of the women in the adult film industry completely separate their porn lives from their personal lives.
事 を 好む,1,そして、僕は関与を 非難される事を好まない... 人類の大虐殺の罪を、たった一言... それも僕がすでに指摘した サイロンであろう女性の言葉で,And I don't like to be accused of participating in the genocide of the human race based solely on the word of a woman whom I have already indicated to you may well be a Cylon agent.
事 を 構える,1,""" 事を構えずに済んだ """,We have one chance for peace...
二 つ 返事 だ,1,二つ返事だったわね,That didn't take long.
二 の 次 に する,1,彼と一緒に過ごすために 自分のキャリアは　二の次にした,I put my career on hold to be with him.
二 枚 舌 を 使う,1,二重生活を送るように 二枚舌を使った どうしてそんなことをするのか　わからないな,"That kind of duplicity... leading a double life, I don't know how you do that."
二 番 煎じ,1,二番煎じを得たと思ってるだろ,You think you got a second shot.
人当 たり が いい,1,ジヤック、ソナだ フランス育ちのアメリカ人だ だから人当たりがいい,"Hey, Jack, this is Sona, she's an American who grew up in France, which makes her really friendly."
付く ぬ 離れる ぬ,1,お互いに 付かず離れずよ,"- Well, it keeps us apart, but not too far apart."
仮面 を 被る,1,「人民のためだという仮面を被った」 「犯罪や」 「労働運動」,"Criminality, labor movements masquerading as being for the people."
"仲 を 取り持つ,手 を 打つ",1,自分でほぼ 手を打ちましたが 両親との仲を 取り持って下さい,"I'd ask you to put in a good word with my parents, but I've pretty much got that taken care of."
会う せる 顔 が ない,1,タラにも会わせる顔がない,"And hell if I know how I'll ever, ever be able to look Tara in the face again."
住める ば 都,1,住めば都,Nothing beats a real home.
体 に 障る,1,お身体に障る... ！,You are too weak...
何 か と 言う ば,1,トム、トム 何かと言えばトムか,"Tom, Tom. You're like a broken record!"
"何 から 何 まで,完璧",1,今日は何から何まで 完璧にしなくっちゃ 可愛いダドリー坊やの 特別な日だもの,- I want everything to be perfect for my Dudley's special day!
何 で も 来う,1,何でも来いだ,Here you go. Eddie. Hey.
値千 金,1,値千金のな！,Priceless!
傷口 に 塩,1,最後 傷口に塩ぶっかけて,-He cried the most. But he dumped salt on his wounds.
元 の 鞘 に 収まる,1,- いや あんまし ただ近い内に 元の鞘に収まるとは思えない,"No, not much, but it doesn't look to me like they're gonna be getting together anytime soon."
先 を 争う,1,土地は平等に分配すべきだ 1人の貴族を特別扱いして 先を争わないように,The lands should be divided equally so as not to favor one nobleman over another.
先立 つ物,1,先立つ物も無い者に?,Someone without his means?
入れ替わり 立ち替わり,1,これ 入れ替わり立ち替わり みんなが謝りに行くだけで 終わらないですよね？,Is everyone just going to take turns apologizing?
八方 塞がり,1,八方塞がりなんだろ？,I know you're running out of options.
"冷たい なる,耳 に する",1,僕は脚が冷たくなるのを耳にした...,I heard of getting cold feet...
切り札 を 出す,1,常識ある人間なら、ここで 癌の切り札を出すんだよ,That's where someone with half a brain would have played the cancer card.
列 に 入る,1,"""いつもの声が　聞けるのはいいな"" ""Snake Eyesは　戦列に入った""",It's nice to hear a friendly voice. - Snake Eyes has joined the fight.
初心 に 返る,1,初心に返るってことでしょう 大事なことだと思うわ,Returning to one's origins? I think that's important.
判 で 押す た よう,1,判で押したように毎週　彼女は来る,She comes back every week like clockwork.
勘定 に 入れる,1,最近の出来事も 勘定に入れなくてはなるまい,"However, recent events must be taken into account."
勝手 を 知る,1,だが彼は勝手を知ってるし 君は関わらないのが一番だ,And safe and cautious is you not being involved in this at all.
勝負 は 時 の 運,1,勝負は時の運,"You win some, you lose some."
勤勉 は 成功 の 母,1,僕の経験では　勤勉は成功の母だ,My experience-- diligence is the mother of luck.
十八 番,1,難問を 突きつけるのは あなたの 十八番,You always told me to ask the tough questions.
厄介 だ なる,1,この上ご厄介に なる訳にはいきません,"I couldn't impose on your hospitality any longer, sir."
"厄介 払い,手 に 入れる",1,わしは奴を厄介払いし 指環と財宝を手に入れる,"I can finish him off with ease, and the ring and the hoard are mine!"
反り が 合う ない,1,バートレイの推進してた事業で 反りが合わなくて ガブリエルは クビにされてる,Seems Gabrielle was fired for apparently being difficult to work with while Bartley went on to be promoted several times and make a small fortune.
取り付く 島 も ない,1,引き止めたが 取り付く島もなかった,"I tried to stop him, but he definitely wanted to get the hell out of here."
口 が 多い,1,まず人口が多いだろ センター試験で君は,"Well, first, an awful lot of people live in China, but here's my question."
口 が 減る ない,1,おお... この子は口が減らないわね,"Well, this girl's got a mouth on her."
口 が 滑る,1,私は口が滑るかもしれん,Or I'm gonna have to.
口 が 裂ける て も,1,私からは口が裂けても 申し上げれません,"Such words have never passed my lips, sire."
口 が 軽い,1,若い娘は口が軽い,Young girls are notorious for keeping their fucking mouths shut.
口 が 重い,1,口が重いもう1つの理由,Another reason for my reticence.
口 は 災い の 元,1,「口は　災いの元」とか言うし,Loose lips sink ships and all that.
"台風 の 目,口 に する",1,オズへの魔法の入口がある 竜巻　台風の目　渦 でもこの鍵はどんなドアも オズへの入り口にする,"There are magical ways into Oz -- tornado, eye of a hurricane, whirlpool -- but this key will turn any locked door into a portal to Oz."
右 から 左,1,- 右から左へ流した？,- I had to ask you everything that I do? No....
名 が 泣く,1,プロのアスリートの名が泣くよ,"Certainly screams out ""professional athlete""."
名 を 留める,1,シーザーの誘いに答えて－ ローマの歴史に名を留める－ 無敗のチャンピオン,Caesar is pleased to bring you... the only undefeated champion... in Roman history:
向き に なる,1,後ろ向きになって 足の裏を見せて,"All right, turn around, stick your feet up."
含む 所 が ある,1,彼女は何か僕に 含む所があるんだ。,She's got a thing for me.
味 も 素っ気 も ない,1,たいていの刑事の服は　味も素っ気もないぞ,Most of you have no taste.
味 を 占める,1,一度、味を占めたら 後戻りはできない,"Once you get a taste of that, there's no looking back."
呼ぶ 水 に なる,1,あなた自身が　彼が中毒をぶり返す 呼び水になりうると考えたことある？,Have you considered that you yourself could be the catalyst for a relapse?
命 の 親,1,アル・プロウン・タガートの 最後の存命の親戚で タガート博物館を今のまま正確に 保存することを主張している,She's an advocate for preserving the Taggart Museum exactly as it is.
"嘘 を つける,気 が 済む",1,あのテロ以降 何度俺に嘘をつけば気が済むんだ,"How come every time we've talked since that bomb went off, you lie to me?"
"嘘 八 百,嘘 八 百 を 並べる",1,先日君は私に　嘘八百を並べたくせに 今日は　君のパートナーを助けろと 言うのか？,"You lie to me the other day about everything, and now you expect me to help save your partner."
固い なる,1,そんなに固くならないで,Don't be so horrified.
"固い なる,気 が 済む",1,もう彼のガードは　固くなるだろう 何回言わせりゃ気が済む？,How many times I got to say it?
土 と なる,1,国王によりリヴァランは フレイの領土となった,Riverrun was granted to the Freys by royal decree.
土 に なる,1,カンザス州が 領土になった時...,--when Kansas became a territory?
土 を 踏む,1,常識的で足が土を踏んでる。,Sensible girl with her feet on the ground.
圧巻,1,圧巻は、 彼女がすべて世界と共有するために、,"Now the best part, in the interest of sharing everything she can with the world,"
"堅い なる,口 が 堅い",1,いつからそんなに 口が堅くなったの？,"Since when, Mr. Blabbermouth?"
堪忍 袋 の 緒 が 切れる,1,堪忍袋の緒が切れるぜ,But you're really pushing my buttons.
壁 に ぶち当たる,1,高速道路の近くにある会社の ペーパーカンパニーの壁に ぶち当たった,What I got was a wall of shell companies that dead-ends at some corporation off the Dulles Toll Road.
壁 に 耳,1,壁に耳があるのは心得ていたが どうやら庭の植え込みにもある,"I know the walls have ears, but apparently the shrubbery does, too."
"壁 に 耳 あり,壁 に 耳",1,壁に耳ありだ,Walls have ears.
声 を 大 に する,1,声を大にして言いたいわ,Maybe I just need to say it out loud.
声 を 揃える,1,立ち上がって声を揃えて宣言するんだ,Standing up and declaring with one voice
声 を 潜める,1,何で声を潜める？ 灯りも消えてるし,"Why I should remain silent, and this darkness?"
声 を 立てる,1,声を立てるなよ,- Hush.
声 を 限る に,1,ええ　声を限りに絶叫してます,Yeah. He's screaming his head off.
夢 の また 夢,1,エレボールの再建なぞ 夢のまた夢,"If they'd come to me, I might have spared them this disappointment."
"夢 を みる,気 を 失う",1,気を失っている間 すごく異様な夢を見た,I had the weirdest dream when I was out.
夢枕 に 立つ,1,亡くなった女房が毎夜 夢枕に立つんだ,I have a past wife that comes to me in dreams.
大 目玉 を 食らう,1,大目玉を食らうよ あのドロイドは困ったやつだ,That little droid's going to cause me a lotta trouble.
大きな お 世 話,1,大きなお世話,None of your business.
大概 に する,1,大概にして下さい,Come on.
大海 の 一 滴,1,進歩は大海の一滴,The advance would be a drop in the bucket.
大盤 振る舞い,1,彼は店で大盤振る舞いを,He came into that bar. He was waving his money all around.
天下 分け 目,1,天下分け目を収められた 大御所様なれば　おわかりのはず,"Your Highness, as the leader of this new realm, I am sure you understand this."
天下 晴れる て,1,私は　天下晴れて それだけだと思う 私はこれを外務大臣に確認する,I think it is only right and proper that I refer this up to the Foreign Secretary.
太鼓 を 叩く,1,太鼓を叩いて道路を行進して旗をなびかせる,You march down the road banging drums and waving banners?
奥行き が ない,1,奥行きがない！,- Depth! I'm lacking depth!
姿勢 を 正す,1,知ってる？ 人生、姿勢を正して真直ぐ 立てと言われた続けた,"Do you know... all my life I've been told to stand up straight, turn out posture, and now..."
嬉しい 悲鳴,1,嬉しい悲鳴よ,- Good! So good!
"完璧,手 に 入る",1,体育館に通ったり、整形手術を せずに、完璧な容姿が手に入る...,To have perfect looks without trips to the gym or plastic surgery
"完璧,早い 話 が",1,早い話が 1943年9月3日... でも完璧じゃなかった,"The point is, September the 3rd, 1943... wasn't perfect."
"完璧,気 が 合う",1,気が合ったんだ 彼女は美しく完璧だった,"We click. She's perfect. She's beautiful, she's smart, she's well-read... she's got an ass like a 20-year-old stripper."
宙 に 舞う,1,目撃者証言とも合わん モノが宙に舞い...,That wouldn't explain some of the stranger events described by witnesses. Objects suspended in midair...
"宙 を 飛ぶ,完璧",1,宇宙を飛んでるわ 完璧な弧を描いて,She flew through space in perfect arcs.
寝る 耳 に 水,1,私には 寝耳に水の話だ,"I must admit, it's the first I'm hearing of it."
寝食 を 忘れる,1,丸２日寝食を忘れ 生存者を避難させた,It took two whole days to evacuate everyone. Didn't sleep. We didn't eat.
察し が 付く,1,察しが付くと思うけど 彼は長いこと病気でね,"Well, as you probably know, he's had this for a long time."
寸分 違う ぬ,1,リサと寸分違わぬ外観に,Make sure she looks exactly like Lisa.
寸暇 を 惜しむ,1,寸暇を惜しんでね,She doesn't stop.
小事 は 大事,1,くしゃみ程度でも ハンカチを持たせるのよ ? 小事は大事？ わかりません?,"If they so much as sneeze, they better have a handkerchief."
尾 を 引く,1,長く尾を引く彗星も 勇気を取り戻した ピエールの心には 新しい未来の象徵に 思われた,It seemed to him that this dazzling comet was the perfect symbol of what he felt in his compassionate soul which brimmed with the blossom of a new life.
山 が 見える,1,あの宝の山が見えるか？,Do you see the hoard heaped up?
"岐路 に 立つ,目 が 覚める",1,岐路に立ったというか 現実に直面し 目が覚めた,I'm at something of a crossroads and it's brought me to a realization.
峠 を 越す,1,私が強力に推進した結果 パイプライン問題は峠を越して この州の経済に 恩恵をもたらす様に成ります,"Well as I've always maintained, the corner turn oil line would be a boon to this state's economy."
左 前,1,"""鍵は左前輪の上にある","""The key is on the left front wheel."
席 巻,1,フロイド･マネー･ メイウェザー 銅メダリスト フロイド･マネー･ メイウェザー 銅メダリスト かつてアメリカは オリンピックを席巻,"The Olympics used to be where USA beat the crap out of the world, where we proved we were the best boxers."
帰る ぬ 人 と なる,1,そして罪のない人々が 帰らぬ人となるかも,And neither do a lot of innocent people back home.
帳尻 を 合わせる,1,見直すのを忘れてた 帳尻を合わせないと,"Obviously, we forgot or didn't go back and adjust the revenue entries."
幕 を 引く,1,彼らの自由は 剥ぎ取られてる... 1度に1台のカメラ　1台の電話 1度に1メガバイト 今こそ 幕を引くべき時だ,"That their freedoms have been stripped away... one camera, one cell phone, one megabyte at a time."
幕 を 閉じる,1,俺達のやり方で 派手に幕を閉じるんだ,We have to end it on our own terms... with a grand gesture.
年 が 行く,1,青年が行くはずだ,The boy will meet you there.
年 に は 勝てる ない,1,年には勝てない,It is a perishable skill.
年 を 追う,1,年を追うごとに偽造は 精巧になっている,"Every year, forgers get more and more sophisticated."
年 を 食う,1,年を食ったら。 私のモットも理解できる。,"Deb, later in life, you'll appreciate my motto."
